ExitSpeed,VExitAngle,HExitAngle,Cluster
94.69523,1.304699,-10.05498,2
88.72449,-8.182773,3.981303,3
97.55791,-16.06557,8.239468,3
98.62434,-16.47285,-21.40712,2
97.48044,-28.02039,-36.53114,1
96.23679,-35.97989,-42.71274,1
102.8146,1.22403,-17.20488,2
93.99173,-9.815632,4.763526,3
95.7033,-3.720401,-17.22971,2
92.74657,3.769261,-31.20306,2
89.09916,-12.89197,2.722138,3
105.3152,-5.857265,2.273111,3
101.5408,-9.588484,-15.47003,2
88.60268,-5.637193,11.57645,3
94.55424,-4.47033,-28.70934,2
98.9201,-22.37638,-21.94755,2
103.2004,-24.70085,-29.8332,2
70.98593,-6.192462,-41.54081,1
87.3952,-9.834599,-24.63855,2
74.99638,-19.88816,-38.69148,1
80.20103,-7.663475,-19.7567,0
107.4228,-4.118751,-12.99168,2
81.37589,-10.53799,-14.08488,0
66.52469,-5.856859,-14.90627,0
86.97866,5.955916,-22.98149,0
100.9733,-3.356431,-33.37472,2
78.30366,-2.393974,8.589462,3
86.12764,-20.73917,-5.28792,4
67.72622,-4.021876,-4.887574,0
94.15595,0.5413296,-37.57394,1
90.47506,-39.89832,-45.50811,1
81.20807,-4.470048,3.332733,3
51.23956,13.75092,-16.17831,0
100.459,-13.55076,-18.13736,2
59.56725,-21.94179,-13.97239,4
105.4967,-14.87533,-35.98631,2
86.40639,-14.30388,-19.06436,2
105.3002,2.492288,-15.81825,2
43.98265,-2.914936,10.39178,4
98.41901,-3.932338,8.264923,3
81.64735,-31.45049,4.388278,4
96.72129,-10.68271,-17.07756,2
101.0482,-16.62442,3.249554,3
67.17275,4.101554,-29.13898,0
89.36525,5.464743,8.015566,3
97.48682,-6.172324,-38.33467,1
96.34654,6.950867,-27.06364,2
99.98102,-29.16319,-17.4971,2
91.04314,3.621735,-19.13976,2
92.91467,-30.02034,-4.605521,4
105.3464,-7.198457,-10.76518,2
71.10595,-33.53817,-46.83007,1
94.01574,-11.29534,-12.72114,2
90.83675,-24.12328,-49.69044,1
87.9215,1.361536,-31.35908,1
105.7397,-16.66707,-15.41376,2
89.08963,-5.471616,5.724327,3
75.42001,2.05677,-10.27844,0
82.38527,-7.419213,-32.25321,1
74.09722,-24.94749,-13.69152,4
97.3344,-10.1515,-11.03236,2
98.25658,-7.733046,9.841179,3
103.9935,-2.67791,-20.05094,2
86.69306,5.605912,4.558671,3
98.95077,-16.31903,-40.12253,1
95.52368,-5.47808,-11.32335,2
101.728,-3.562853,9.368296,3
66.83984,-12.51902,-37.12854,1
96.87344,-5.477301,-33.13365,2
93.80178,-25.21033,-34.93944,1
70.11932,-6.048312,-16.28365,0
93.24516,-16.43962,-20.10809,2
104.3086,5.319661,-17.63836,2
102.1828,6.413813,-11.58983,2
98.9982,-5.205474,-26.7149,2
71.82623,-18.65709,-41.77151,1
82.54765,-12.94188,2.546965,3
88.17947,-39.73155,-55.2927,1
86.434,-6.725228,13.20955,3
75.05105,-2.91872,14.57525,3
98.67622,3.500262,-37.98619,2
95.04606,-32.54807,-16.58408,2
92.48285,-6.961787,-34.59544,1
90.4846,2.196852,-17.66248,2
73.44951,-5.797668,-2.446111,0
